Pavadinimas,Iprastine kaina,Kaina su nuolaida
"SAVAIMINIO ĮDEGIO DULKSNA, SU IŠORINIU BRONZANTU, MEDIUM, 200 ML",,
DENMAN D38 The Power Paddle Black šepetys,,
"D-LAB Kapsulės, Bioflora maisto papildas 56 kapsulės",,
DENMAN D81M The Style & Shine Medium Black šepetys žvilgesiui,,
DENMAN D82M The Finisher Medium Black natūralių šerių šepetys,,
Amino rūgštys PhD Plant BCAA 450g Vynuogių Skonio,,
Proteinas PhD Diet Whey 1KG Braškių Skonio,,
"Kocostar skaistinanti veido kaukė Happy Mask su niacinamidu, hialuronu, vitaminais C ir E",,
"D-LAB, Maisto papildų kompleksas, tobulai odai Rinkinys ,,Peu-Parfaite”",,
"BERTIL'S, Vitaminas C, 250mg, 100 kramtomųjų tablečių ",,
"ORAL-B 3D WHITE, dantų šepetėlio galvutės, 2 vnt.",,
"FORTIVITUM purškiamas maisto papildas VITAMINAS B12 + FOLIO RŪGŠTIS, 13.5 ml",,
DENMAN D12 Detangle & Tease Comb Pink šukos,,
DENMAN D12 Detangle & Tease Comb Black kelių eilių šukos,,
"Tonymoly Vital Vita 12 skaistinamasis veido serumas ampulėje Synergy su vitaminu C, 30 ml",,
"CLINERAL BY AHAVA D-MEDIC, pėdų kremas, 125 ml",,
"VITELLA EXTREME, vitamininis kremas, 75 g",,
"ELGON I CARE, dažantis kondicionierius, C/44 Deep Copper, intensyvi vario spalva, 200 ml",,
"EFFERALGAN C, 330 mg/200 mg, šnypščiosios tabletės, N20 ",,
"VITA LIBERATA FABULOUS GRADUAL, laipsniško įdegio losjonas 200 ml",,
"ORAL-B VITALITY D100 WHITE, elektrinis dantų šepetėlis",,
"NOBL NUTRITION ANTIOXIDANT, Astaksantinas, Antioksidantas, 60 kapsulių",,
"ESU LAPĖ, A+D HERBA, kremas, 20 g ",,
"BIOMG DEAD SEA + vit. B6, B12, milteliai geriamajam tirpalui ruošti, 7 vnt.",,
Lūpų balzamas Golden Rose SPF15 Nr.01 Classics,,
"DISPOBANO, šluostė prausimosi, 24 vnt.",,
ZIAJA Argano aliejaus apsauginis veido kremas 50 ml,,
"Golden Rose lūpų sviestas Cookie SPF 15, 8g",,
"Golden Rose lūpų sviestas Peach SPF 15, 8g",,
"DISPOWIPE ALOE, DRĖGNOS PRAUSIMOSI ŠLUOSTĖS XXL, 36 x 20 CM, 40 VNT.",,
"URBAN FOOD milteliai BUROKĖLIŲ MILTELIAI - EKOLOGIŠKI, 100 g",,
"GLOWET Pirštinė prausimosi drėgna, 8 vnt.",,
"RAW POWDERS CHOLINO BITARTRATO milteliai, 250 g",,
"EQUA gertuvė TIMELESS OFF-WHITE 600 ml., 1 vnt.",,
"EQUA gertuvė MISMATCH SAND SKY 750 ml, 1 vnt.",,
"Migdolų riešutų nerafinuotas aliejus, 100 ml",,
Olimp Redweiler Kolos Skonio 480g,,
"DRIU BEAUTY veido kremas sausai odai, 45 ml",,
Lūpų balzamas Golden Rose SPF15 Nr.02 Pearl,,
"EQUA termo gertuvė TERMO SNOW WHITE, nerūdijantis plienas, 1 vnt.",,
"DISPOFARMA, Šluostė prausimosi su ramunėlių ir kalendros ekstaktu, 10 vnt.",,
Ziaja apelsinų sviesto lūpų balzamas 10 ml.,,
"YOPE Natūrali dušo želė “Žiemos Uogos”, 400ml",,
"EQUA gertuvė TIMELESS MATCHA 600 ml., 1 vnt.",,
"VITELLA U NUTRILOTIO, losjonas, 120 ml",,
"NEUREXAN, tabletės, N50",,
"ARTROSTAW, 30 tablečių",,
"Yope WOOD drėkinanti dušo želė su gvajoko ekstraktu, 400ml.",,
"FRIENDLY SOAP natūralus rankų darbo veido muilas su sviestmedžiu „Shea Butter"", 95 g",,
"SALVENA NEGYVOJI JŪRA, druska voniai, 1200 g",,
"bioKALCIS 1200 mg + FOSFORAS + VITAMINAI K ir D, milteliai pakeliuose, 15 vnt.",,
"LIFEPLAN HONEYC FOR IMMUNITY, medaus kapsulės su cinku ir vitaminu C, 60 kapsulių",,
"DR. WOLZ KINDERIMMUN, milteliai, 30 vnt.",,
"DR. WOLZ KINDERIMMUN, milteliai, 65 g",,
"BF-ESSE IMMUNECO, 30 kapsulių",,
"APIGLUKAN IMUNO MAX sirupas, 100ml",,
"APIVIT multi sirupas, 100ml",,
"LIFEPLAN CORDYCEPS 480mg, kininis kordicepsas, 60 kapsulių",,
YOU&OIL BEAUTY SHOT. VEIDO SERUMAS. VITAMINAI 10 ml,,
"BERRYWELL LIFEPLAN, šeivamedžių ekstraktas, 60 kapsulių",,
"HairBurst maisto papildas, vitaminai sveikiems plaukams, 60 kapsulių",,
"BRONHI med medus su propolio ekstraktu ir čiobrelių tinktūra, 210g",,
KIDS-IMUNITETAS 10 ml,,
"BIOPILLS IMMUNO SUPERIOR, 30 tablečių",,
"NOW Biotin 5000mcg 60 Kapsulių, (60 porcijų).",,
NOW Česnakų Aliejus 1500mg 250 Kapsulių,,
NOW Česnakų Aliejus 1500mg 100 Kapsulių,,
"DR. WOLZ VITALCOMPLEX, 500 ml",,
"GAMTOS NAMAI IMMUNITY, skystasis maisto papildas, 14 buteliukų po 25 ml",,
"100% REISHI, GRYBAS, 60 KAPSULIŲ",,
"RAW POWDERS OMEGA-3, 120 kapsulių",,
"RAW POWDERS AVIEČIŲ KETONAS 500 mg, 60 kapsulių",,
"RAW POWDERS KORDICEPSAS 750 mg, 90 kapsulių",,
"RAW POWDERS SEA MOSS 250 MG & BLADDERWRACK 250 MG, 90 kapsulių",,
"RAW POWDERS ACAI UOGŲ milteliai, 100 g",,
"RAW POWDERS KORDICEPSO milteliai, 125 g",,
"GO POWDERS GABA, 500 mg, 100 kapsulių",,
"RAW POWDERS ARGININO ALFA-KETOGLUTARATO (AAKG) milteliai, 250 g",,
"SWANSON, berberinas, natūralus, kapsulės, N60",,
"ŠVF PERŠALIMO SEZONUI. ežiuolė mikrogranulėse, kapsulės, N45",,
"GAMTOS NAMAI BACTO KIDS, 60 guminukų ",,
NOW Pau D'Arco 500 mg 100 Kapsulių,,
NOW Pau D'Arco 500 mg 250 Kapsulių,,
"WALMARK MARSIEČIAI GUMINUKAI, komplektas su laikroduku, 2xN50",,
"SWANSON LION'S MANE (Liūto Karčiai), 500 mg, 60 kapsulių",,
"RAW POWDERS GOTU KOLA, 475 mg, 90 kapsulių",,
"RAW POWDERS MULTIVITAMINAI IR MINERALAI, 90 tablečių",,
"Masažinis aliejus su vitaminais, 500ml",,
"CALCI STRONG + D3 + MG, 150 tablečių",,
"SAVAIMINIO ĮDEGIO DULKSNA, SKAIDRI, MEDIUM, 200 ML",,
"MARTIDERM PROTEOS HYDRA PLUS SPF, drėkinamosios ir stangrinamosios veido ampulės su vitaminu C, proteoglikanais ir SPF15, 10 amp.",,
"MARTIDERM PROTEOS HYDRA PLUS, drėkinamosios ir stangrinamosios veido ampulės su vitaminu C ir proteoglikanais, 10 amp.",,
"CANPOL BABIES LUX, liemenėlė maitinančioms, 85C dydis, 26/761",,
"CANPOL BABIES LUX, liemenėlė maitinančioms, 80C dydis, 26/760",,
YOU&OIL VITAMININIS VEIDO SERUMAS. MAITINIMAS IR ENERGIJA VISŲ TIPŲ ODAI 30 ml,,
"IRON+VITAMINS B&C, LIFEPLAN, geležies kompleksas, 150 tablečių",,
LR wonder company drėkinamasis veido gelis su vitaminu E 30ml,,
"SESDERMA SES-MEDICAL, gaivinamoji kaukė su vit.C lakštinė, 1vnt",,
"ORAL-B VITALITY D100 + VITALITY STAR WARS, elektrinis dantų šepetėlis, 1+1",,
"Tonymoly I'm Real lakštinė vitaminų veido kaukė Acerola, 21 g",,
"Tonymoly Vital Vita 12 raminamasis veido serumas ampulėje Calming, 30 ml",,
"Tonymoly Vital Vita 12 stiprus stangrinamasis veido serumas su vitaminu A Firming, 30 ml",,
"LANVIN ECLAT D'ARPEGE, parfumuotas vanduo moterims, 100 ml",,
"Dr. Brandt, Putlinantis, lyginamasis, kontūrą išryškinantis lūpų balzamas 3-D LIP PLUMPFIX. 0.155 oz. / 4.4 g",,
"SUPER CLASSICO, apsauginiai ausų kamštukai, 35dB, 2 vnt.",,
Casmara Power Lift 4D Super Concentrate/super koncentratas 30ml,,
Casmara Vitamin Tan Optimizer SPF 50 – sausas aliejus kūnui 200ml,,
DENMAN D3 Original Styler 7 Row Black šepetys,,
DENMAN D4 Original Styler 9 Row Black šepetys,,
DENMAN D14 Mini Styler 4 Row Black šepetys,,
DENMAN D83 The Paddle Brush Black šepetys,,
DENMAN D91 Backcombing Brush Black vėlimo šepetys,,
DENMAN D200 The Skeleton Vent Brush Black džiovinimo šepetys,,
DENMAN D200 The Skeleton Vent Brush White džiovinimo šepetys,,
DENMAN D81S The Style & Shine Small Black šepetys žvilgesiui mažas,,
DENMAN D82S The Finisher Small Black natūralių šerių šepetys,,
DENMAN D93M Tangle Tamer Gentle Black itin švelnus šepetys,,
DENMAN D93M Tangle Tamer Gentle Pink itin švelnus šepetys,,
DENMAN D17 Curl Volumizer Pink garbanotų plaukų šukos,,
DENMAN D27 Pocket Comb Black šukos be rankenėlės,,
"HAIRTWO purškiamas plaukų serumas 3D BIO-BOOST, 100 ml+specialus purkštuvas, 1 vnt.",,
Proteinas PhD Diet Whey 1KG Šokolado Skonio,,
Proteinas PhD Diet Whey 1KG Vanilės Skonio,,
Proteinas PhD Diet Whey 2KG Šokolado Skonio,,
Proteinas PhD Diet Whey 2KG Vanilės Skonio,,
Riebalų degintojas PhD Burn Pre-WKT Rūgščių Obuolių Skonio 200g,,
Riebalų degintojas PhD Burn Pre-WKT Sherbeto Citrinos Skonio 200g,,
Energetinis gėrimas prieš treniruotę PhD Charge Pre Workout 300g Guminukų Skonio,,
Energetinis gėrimas prieš treniruotę PhD Charge Pre Workout 300g Vynuogių Skonio,,
Protinei veiklai gerinti PhD Life Mind Powder Mėlynųjų Aviečių 300g,,
Protinei veiklai gerinti PhD Life Mind Powder Tropinių vaisių 300g,,
Sąnariams ir kaulams PhD Life Move Powder Mangų ir Paciforos Skonio 360g,,
Amino rūgštys PhD All Day EAA 300g Guminukų Skonio,,
Amino rūgštys PhD All Day EAA 300g Mojito Skonio,,
Amino rūgštys PhD All Day EAA 300g Tropinių Vaisių Skonio,,
Amino rūgštys PhD All Day EAA 300g Braškių Skonio,,
Amino rūgštys PhD Plant BCAA 450g Vaisių Punšo Skonio,,
Amino rūgštys PhD Plant BCAA 450g Mojito Skonio,,
Amino rūgštys PhD Plant BCAA 450g Vasaros Vaisių Skonio,,
Glutaminas PhD Micronised L-Glutamine 250g,,
Kreatinas PhD Micronised Creatine 250g,,
L-Karnitinas PhD L-Carnitine 90 Tablečių,,
"D-LAB Kapsulės, odos regeneraciją skatinantis maisto papildas 56 vnt.",,
"D-LAB Kapsulės, odą skaistinantis maisto papildas 56 vnt.",,
"ELGON I CARE, dažantis kondicionierius, C/17 White Platinum, platininė balta spalva, 200 ml",,
"ELGON LINK-D BOND BUILDER Nr. 0, plaukus atkuriantis šampūnas, 250 ml",,
NOW Methyl B-12 1000mcg 100 Pastilių,,
"RAW POWDERS D-ASPARTAMO RŪGŠTIES milteliai, 100 g",,
Cellucor C4 Original 195g Vaisių Punšo Skonio,,
Cellucor C4 Original 195g Arbūzų Skonio,,
"RAW POWDERS D-MANOZĖ 500 mg, 90 kapsulių",,
"RAW POWDERS D-MANOZĖS milteliai, 100 g",,
"SWANSON, VITAMINAS B12, kapsulės, N100",,
"SESDERMA C-VIT, drėkinamasis veido kremas, 50ml",,
"BIODERMA PIGMENTBIO C-CONCENTRATE, šviesinamasis serumas, 15 ml",,
"VITAMIN B12-LOGES, 1000 mikrogramų/2 ml, injekcinis tirpalas, N50",,
"D-CURE FORTE, 100000 TV, geriamasis tirpalas, (l.imp), 1 ml, N3",,
"ACORUS BALANCE MAGNESIUM + VIT B6 LIPOSOMAL SHOTS, geriamasis tirpalas, 25 ml, N14",,
"L'OREAL PARIS REVITALIFT CLINICAL, vitamino C serumas, 30ml",,
"GAMTOS NAMAI SUPER CAL500 MG 250 ZINC15 SU VITAMINU D3, 90 tablečių ",,
"Pierre Cardin veido ser. 30ml, Vitamin C",,
"RAW POWDERS BIOTINAS (VITAMINAS B7), 10 mg, 90 kapsulių",,
"EQUA gertuvė MISMATCH 217 BLACK 750 ml, stiklinė, 1 vnt.",,
"EQUA gertuvė MISMATCH ROSE GOLD 750ML, 1 vnt.",,
"EQUA gertuvė MISMATCH SILVER 750ML, 1 vnt.",,
"EQUA gertuvė MISMATCH CHOCOLATE NIGHT 750 ml, 1 vnt.",,
"EQUA gertuvė MISMATCH GRAPHITE, stiklinė, 1 vnt.",,
"EQUA gertuvė STARDUST INFINITY, stiklinė, 1 vnt.",,
"LIFEPLAN EXTRAVITS, multivitaminų kompleksas, 90 tablečių",,
"MODUS, 30 tablečių",,
"ROYAL GREEN BIO GELEŽIES KOMPLEKSAS, 60 kapsulių",,
"DISPOGLOVE Prausimosi pirštinė, 50 vnt.",,
"LIFEPLAN BIOTINAS 2,5 mg tabletės N30 (geriausias iki 2022-08-31)",,
"Spirulina tabletės, 180 g",,
"Juodųjų serbentų milteliai, 170 g",,
"DISPOGLOWE PLUS, Pirštinės prausimosi 20 vnt.",,
"DISPOFARMA, Šluostė prausimosi su ramunėlių ir kalendros ekstaktu,30 vnt.",,
"EQUA išmanioji termo gertuvė SMART DARK GREY, nerūdijantis plienas, 1 vnt.",,
"EQUA išmanioji termo gertuvė SMART PINK BLUSH, nerūdijantis plienas, 1 vnt.",,
"EQUA termo gertuvė TERMO DARK GREY, nerūdijantis plienas, 1 vnt.",,
"EQUA gertuvė MISMATCH LAVA, stiklas, 1 vnt.",,
"EQUA gertuvė MISMATCH COOKIE, stiklas, 1 vnt.",,
"MARTIDERM Lūpas putlinantis, užpildantis, kontūrą koreguojantis balzamas LIP SUPREME BALM, 4,5 ml",,
"FORTIVITUM purškiamas maisto papildas MULTIVITAMINAS, 13.5 ml",,
"FORTIVITUM purškiamas maisto papildas ENERGIJA, 13.5 ml",,
"HairBurst maisto papildai plaukams vyrams, 60 kapsulių",,
"COD LIVER OIL 1000mg, LIFEPLAN, menkių kepenų aliejus, 60 kapsulių",,
NOW Ekologiška Spirulina 500mg 100 Tablečių,,
"Dr. Brandt, Raminamasis raudonį malšinantis veido kremas su kanapinių sativa sėklų aliejumi COOL BIOTIC. 1.764 oz. / 50 g",,
"URBAN FOOD milteliai MOLIŪGŲ MILTELIAI - EKOLOGIŠKI, 100 g",,
"URBAN FOOD milteliai AVIEČIŲ MILTELIAI - EKOLOGIŠKI, 100 g",,
"URBAN FOOD milteliai BRAŠKIŲ MILTELIAI - EKOLOGIŠKI, 50 G",,
"EQUA gertuvė MISMATCH PISTACHIO, stiklas, 1 vnt.",,
"EQUA gertuvė MISMATCH PLAYA, stiklas, 1 vnt.",,
Natūralus augalinis simondsijų aliejus 50ml.,,
Casmara ANTIOKSIDANTINĖ NULUPAMA JŪROS DUMBLIŲ KAUKĖ,,
"GREENGY energiniai batonėliai su migdolo riešutais, saldžiavaisiu pupmedžiu ir datulėmis, 12 x 26g.",,
Casmara LUXURY REVITALIZING NOURISHING CREAM/PRABANGUS GAIVINAMASIS MAITINANTIS KREMAS 50ml,,
"YOPE natūralus drėkinantis skystas muilas su TGA formule, ""Šalavijas ir Žalieji ikrai"", 500ml.",,
Casmara VITALIZING ALGAE PEEL-OFF MASK PREMIUM – ATGAIVINANTI NULUPAMA JŪROS DUMBLŲ KAUKĖ,,
Casmara VITALIZING ENERGIZING MOISTURIZING CREAM – ENERGIZUOJANTIS DRĖKINANTIS KREMAS 50ml,,
"Lūpų daž. Golden Rose Satin 4,2g Nr.06",,
"Lūpų daž. Golden Rose Satin 4,2g Nr.09",,
"Lūpų daž. Golden Rose Satin 4,2g Nr.18",,
Rooibos Latte arbata besilaukiančioms mamoms,,
Yunsey Miško uogų aromato dvifazis purškiklis 100ml,,
HAIRTWO 4X Plaukų augimą skatinantis rinkinys⁺,,
"MARTIDERM veido ampulės FORMULA Nº10 HD Color Touch SPF30, 10 ampulių/2 ml",,
"MARTIDERM SUBALANSUOJANTIS VEIDO TONIKAS BALANCING TONER, 200 ML",,
LR wonder company lūpų balzamas saugantis pūslelinės ir skilinėjimo. 4.5g,,
"Golden Rose lūpų sviestas Blueberry SPF 15, 8g",,
"Golden Rose lūpų sviestas Ice mint SPF 15, 8g",,
"Golden Rose lūpų sviestas Raspberry SPF 15, 8g",,
"Golden Rose lūpų sviestas Strawberry SPF 15, 8g",,
"EQUA gertuvė SAND 600 ml, plastikinė, 1 vnt.",,
EQUACARE Kūno ir namų rinkinys,,
EQUACARE Duetas kūnui,,
EQUACARE Rankų prausiklio rinkinys,,
"EQUA gertuvė MISMATCH HEAVENS, stiklinė, 1 vnt.",,
"EQUA gertuvė PUFFY CREAM, stiklinė, 1 vnt.",,
"EQUA gertuvė PUFFY BLACK, stiklinė, 1 vnt.",,
"EQUA gertuvė ETERNITY, stiklinė, 1 vnt.",,
"EQUA gertuvė ACTIVE BERRY, stiklinė, 1 vnt.",,
"EQUA gertuvė TIMELESS DARK 1000 ml., 1 vnt.",,
"EQUA termo gertuvė TERMO EMPOWERED, nerūdijantis plienas, 1 vnt.",,
Olimp BCAA Xplode Apelsinų Skonio Milteliai 500g,,
Olimp BCAA Xplode Vaisių Punšo Skonio Milteliai 500g,,
Olimp Glutamine Xplode milteliai Apelsinų skonio 500g,,
